id,character,keyword,pinyin,description
1570,杰,outstanding,jié,
1571,桐,paulownia,tóng,
1572,宋,Song (surname),sòng,
1573,桂,"cassia-bark tree (used as a spice, cinnamon like)",guì,
1574,淋,drench (wet thoroughly; soak.),lín,
1575,焚,burn (v.),fén,
1576,厢,side room,xiāng,
1577,昧,obscure (adj / verb),mèi,
1578,朱,vermilion,zhū,
1579,株,tree trunk,zhū,
1580,萌,bud (v.) (to form a new bud),méng,
1581,苟,careless,gǒu,
1582,苛,"exacting (erfordern, making great demands on on's skill, attention or other resources)",kē,
1583,萝,edible root,luó,
1584,膜,membrane,mó,
1585,暮,sunset,mù,朝三暮四 (zhāo sān mù sì) Fickle
1586,寞,solitary,mò,"寂寞 (jìmò) lonely, loneliness"
1587,猫,cat,māo,
1588,狭,narrow (adj.),xiá,
1589,狸,raccoon dog,lí,
1590,犹,just like,yóu,
1591,燃,ignite,rán,
1592,咒,curse (v.),zhòu,咒语 (zhòu yǔ) incantation/spell
1593,嗅,sniff (v.),xiù,
1594,牢,jail,láo,牢骚 (láo sāo) complaint/grumble
1595,牡,"dude (male of deer, horse and cow)",mǔ,
1596,宪,constitution (Verfassung),xiàn,
1597,赞,succor (v.) to give assistance or aid,zàn,赞扬 (zàn yáng) praise
1598,伞,umbrella,sǎn,
1599,舍,abode (a place of residence),shè,舍弃 (shě qì) Abandon
1600,啥,"wha? (colloquial abbreviations, often used in internet communications, for the ordinary compound meaning ""what?"")",shá,
1601,洽,in agreement,qià,
1602,旺,thriving,wàng,
1603,碧,green jade,bì,
1604,琐,trivial,suǒ,
1605,汪,tearful,wāng,
1606,枉,crooked,wǎng,
1607,珠,pearl,zhū,
1608,噩,shocking,è,
1609,栓,plug (n.),shuān,
1610,柱,pillar,zhù,
1611,钥,key,yào,钥匙 (Yàoshi.) Key.
1612,钻,drill (n./v.),zuān,
1613,钞,paper money,chāo,
1614,锁,lock (n./v.),suǒ,
1615,销,put up for sale,xiāo,
1616,锣,gong,luó,
1617,迫,"to compel (to force, to press)",pò,紧迫 (jǐn pò) Urgent
1618,迁,resituate,qiān,
1619,逼,press (v.) (hounding someone or forcing them to do something),bī,逼真 (bī zhēn) Lifelike/Realistic
1620,辽,far away,liáo,
1621,逻,make the rounds (like police patrol),luó,
1622,逞,"flaunt (v.) to show off capabilities, talent",chěng,得逞 (dé chěng) Succeed (in a negative sense)
1623,轨,rails,guǐ,
1624,轧,flatten,yà,
1625,辐,"spokes (Speiche, raggio)",fú,
1626,链,chain (n.),liàn,
1627,煎,sauté (v.) fried in pan,jiān,
1628,喻,figure of speech,yù,
1629,榆,elm (tree),yú,
1630,胳,upper limb,gē,胳膊 (gē bo) Arm
1631,厦,skyscraper,shà,
1632,牵,"lead along (like an animal, like a horse, or someone by the hand)",qiān,
1633,浑,muddled,hún,
1634,晕,dizzy,yūn,
1635,炕,brick-heated bed,kàng,
1636,膏,ointment,gāo,
1637,淳,honest,chún,
1638,亨,go smoothly,hēng,
1639,哼,hum (v.),hēng,
1640,鲸,whale,jīng,
1641,壳,shell (n.),ké,空壳 (kōng ké) Empty shell
1642,洁,spotless,jié,清洁工 (qīng jié gōng) Cleaner
1643,枚,"small objects (measure word for coins, paper clips, cuff links and the like)",méi,
1644,牧,herd (v.),mù,
1645,玫,rose,méi,
1646,敦,"candid (honest, sincere)",dūn,
1647,墩,mound,dūn,
v2p43,p.詹,"p.snitch (meaning: verbose, talk too much)",zhan 1,
1648,瞻,look upward,zhān,
1649,谓,meaning,wèi,
1650,询,inquire,xún,
1651,讥,to deride,jī,
1652,罚,penalize,fá,惩罚 (chéngfá) Punish
1653,订,place an order,dìng,
1654,谅,forgive,liàng,原谅 (yuán liàng) Forgive -- 体谅 (tǐliàng) Understand
V2p44-1,p.若,p.disneyland,,
1655,诺,promise (n.),nuò,
V2p44-2,p.卂,p.crochet needles,,
1656,讯,interrogate,xùn,
v2p45,p.枼,p.family tree,,
1657,谍,espionage,dié,
1658,碟,saucer,dié,
1659,贰,II,èr,
1660,腻,sick and tired of,nì,
1661,嘎,"caw (n.) the harsh cry of a rook, crow, or similar bird",gā,
1662,域,domain (area of control),yù,领域 (lǐng yù) Field
1663,栽,sow (v.) disseminate seeds,zāi,
1664,戚,kin,qī,
1665,蔑,despise,miè,
1666,喊,yell (v.),hǎn,
1667,溅,splatter (v.),jiàn,
1668,浇,to sprinkle,jiāo,
1669,涩,astringent,sè,
1670,址,address (n.),zhǐ,
1671,赴,"go to (somewhere, with a destination in mind)",fù,
1672,趟,trip (counter word),tàng,
1673,堤,dike,dī,
1674,津,"Tianjin (chinese city, this is the abbreviation)",jīn,
1675,键,keyboard keys,jiàn,启动键 (qǐdòngjiàn) Start button
1676,婿,son-in-law,xù,
1677,袜,socks,wà,
1678,衰,decline (v.),shuāi,
1679,衷,innermost feelings,zhōng,
1680,猿,ape,yuán,
1681,吊,dangle,diào,
1682,币,currency,bì,
1683,帕,handkerchief,pà,
1684,帖,note (n.) written memo left for someone,tiě,
1685,帆,sail (n.),fān,
1686,幅,"width of cloth (measure word: ""panel of... a painting"" for example.）",fú,
1687,锦,brocade,jǐn,
1688,沛,copious,pèi,
1689,柿,persimmon,shì,
1690,棘,thorn bushes,jí,
1691,蕾,flower bud,lěi,
1692,尝,taste (v.),cháng,
1693,坛,altar,tán,
1694,枣,jujube (red date - datteln),zǎo,
1695,吞,gulp down (to swallow),tūn,
1696,妖,bewitching,yāo,
1697,沃,fertile,wò,
1698,袄,short Chinese-style coat,ǎo,
1699,轿,sedan chair,jiào,
1700,垃,garbage,lā,
1701,啼,weep aloud,tí,
1702,蒂,fruit stem,dì,
1703,顷,100 Chinese acres,qǐng,
1704,匙,spoon (n.),chí,钥匙 (Yàoshi.) Key.
1705,乖,well-behaved,guāi,乖 (guāi) well-behaved
1706,乘,hitch a ride,chéng,
1707,剩,leftover (adj.),shèng,所剩无几 (suǒ shèng wú jǐ) Very little left
1708,毕,complete (v.),bì,
1709,棍,club (n.) in the sense of the piece of wood to beat someone,gùn,
1710,谐,in accord (in harmony),xié,
1711,柴,firewood,chái,
1712,沦,sink (v.),lún,
1713,敏,quick-witted,mǐn,
1714,霉,mildew (n.) like mold in moist or decaying organic matter,méi,倒霉 (dǎo méi) Unlucky
1715,迄,so far,qì,
1716,砍,chop (v.),kǎn,
1717,坎,"hump (n.) pit or hole, but also difficulties or obstacles",kǎn,
1718,炊,cook (v.),chuī,
1719,钦,think highly of,qīn,钦佩 (qīn pèi) Admire
1720,剖,cut open,pōu,解剖 (jiěpōu) Dissection
1721,菩,bodhisattva,pú,
1722,黯,tenebrous,àn,
1723,赢,win (v.),yíng,
1724,芒,mango,máng,
1725,荒,wasteland,huāng,
1726,谎,lie (n.),huǎng,
1727,茫,boundless,máng,渺茫 (miǎo máng) Uncertain/Slim
1728,坊,workshop (place where certain types of work or production are carried out),fáng,
1729,芳,aromatic,fāng,
1730,访,"to call on (to visit someone, often for a specific purpose, or to ask or invite someone to do something, particularly in a public or formal context)",fǎng,
1731,淤,silt (fine sediment),yū,
1732,熬,to stew (v.),áo,熬夜 (áoyè) to stay up late
v2p60,p.旁,p.magellan (before: sidekick?),,
1733,膀,upper arm,bǎng,
1734,磅,pound (n.) (weight),bàng,
1735,榜,"roster (roll call, list or register)",bǎng,
1736,锐,sharp,ruì,锐气 (ruì qì) sharpness
1737,虹,rainbow,hóng,
1738,蝠,bat (n.) (animal),fú,
1739,浊,turbid,zhuó,
1740,蝗,locust,huáng,
1741,蛙,frog,wā,
1742,烛,candle,zhú,
1743,茧,cocoon,jiǎn,
1744,蚕,silkworm,cán,
1745,胞,placenta,bāo,同胞 (tóngbāo) Compatriots -- 细胞 (xì bāo) Cell
1746,炮,cannon,pào,
1747,袍,robe (n.),páo,
1748,雹,hail (n.),báo,
1749,豪,unrestrained,háo,自豪 (zìháo) Proud
v2p64,p.豖,p.hog-tied,,
1750,啄,peck (v.),zhuó,
1751,琢,chisel (v.),zhuó,
1752,遂,satisfy,suì,
v2p64,p.家,p.flophouse,,
1753,嫁,to marry,jià,
1754,肠,intestines,cháng,盲肠 (mángcháng) Appendix
1755,杨,poplar,yáng,
1756,烫,"to scald (sieden, scottare)",tàng,
1757,荡,"licentious, dissolute (Ausschweifend)",dàng,
1758,姜,ginger (n.),jiāng,
1759,详,detailed,xiáng,
1760,羡,envy (v.),xiàn,
1761,栏,"railing (fence, barrier)",lán,
1762,拦,"impede (to block, to stop)",lán,
1763,唯,"solely (only, merely)",wéi,唯一 (wéi yī) Only
1764,雀,sparrow,què,
1765,堆,pile (n./v.),duī,
1766,雕,sculpture,diāo,
1767,截,"lop off (remove, cut off)",jié,截至 (jié zhì) Up to -- 截然不同 (jiérán bùtóng) Completely different
1768,霍,all at once,huò,
1769,雌,feminine,cí,
1770,焦,apprehensive,jiāo,
1771,瞧,lay eyes on,qiáo,
1772,礁,reef,jiāo,
1773,蕉,banana,jiāo,
1774,翘,"turn upward (like hair, eyelashes, puppy dog tails)",qiào,
1775,塌,"fall down (rooftops, hairdos)",tā,
1776,翰,writing brush,hàn,
,p.翟,p.headdress,,
1777,耀,show off (v.),yào,
1778,戳,jab (v.) - poking or jabbing something with a pointed object,chuō,
v2p69,p.因,p.dog kennel (dog house),,
1779,咽,throat,yān,
1780,姻,in-law (adj.),yīn,
1781,墙,wall,qiáng,
1782,旷,expansive (both spaces and personalities),kuàng,
1783,矿,mine (n.),kuàng,
1784,庆,celebrate,qìng,
1785,嘛,(pause marker) used in a sentence to bring attention to what will follow,ma,
1786,磨,grind (v.) to sharpen,mó,磨蹭 (mó cèng) Dawdle
1787,脏,dirty,zàng,
1788,赃,stolen goods,zāng,
1789,桩,"stake (n.) a piece of wood or metal driven into the ground, which serves as a support, marker, or part of a foundation structure",zhuāng,
1790,忠,loyal,zhōng,忠告 (zhōnggào) Advice
1791,恕,pardon (v.) (give forgivness),shù,
1792,惑,be bewildered,huò,"迷惑 (mí huò) to confuse, to perplex"
1793,愈,more and more,yù,痊愈 (quányù) Recover
1794,惠,favor (n.),huì,
1795,忌,"to shun (to avoid something, especially due to superstition, taboos, or because it's considered inauspicious or harmful)",jì,
1796,患,troubles,huàn,
1797,惹,provoke,rě,
1798,恒,permanent,héng,
1799,悟,realize (to come to awareness),wù,
1800,悼,to mourn,dào,
1801,惧,be frightened (like next to a bomb),jù,惧怕 (jù pà) Fear
1802,慎,prudent,shèn,
1803,惰,indolent (a state of being unwilling to work or use energy),duò,
1804,恢,immense,huī,恢复 (huī fù) Recover
1805,惶,fearful,huáng,
1806,忆,recall (v.),yì,
1807,悄,noiseless,qiǎo,
1808,恍,all of a sudden,huǎng,
1809,恰,just right,qià,
1810,愉,overjoyed,yú,
1811,怔,terror stricken,zhèng,
1812,怖,be scared of,bù,恐怖 (kǒngbù) Terror/scary/horrible
1813,慌,nervous,huāng,恐慌 (kǒng huāng) Panic
1814,愣,dumbfounded (so shocked that you cannot speak),shǎ,
1815,悦,delighted,yuè,
1816,憎,"to loathe (to hate, to detest)",zēng,憎恨 (zēng hèn) Hate
1817,惟,thinking (like a turkey),wéi,
1818,悔,be sorry about,huǐ,不知悔改 (bù zhī huǐ gǎi) Unrepentant
1819,慕,"to admire (also to long for, deep affection)",mù,
1820,添,"to augment (something is being added to increase quantity, enhance quality, or expand on something that already exists)",tiān,添麻烦 (tiān máfan) Add Trouble
1821,媳,daughter-in-law,xí,
1822,熄,put out (light and fires),xī,
1823,泌,to secrete,mì,
1824,瑟,Chinese harp,sè,
1825,蜜,honey,mì,
v2p75,p.我,p.miser (an egocentric),,
1826,蛾,moth,é,
1827,扒,pick pockets (v.),pá,
1828,扣,button (n./v.),kòu,
1829,拍,racquet,pāi,
1830,啪,clapping sound,pā,
1831,扑,pounce on (throwing oneself at something),pū,相扑 (xiàng pū) Sumo
1832,拘,detain (to arrest),jū,
1833,损,damage (v.),sǔn,损坏 (sǔn huài) Damage
1834,拓,pioneer (v.),tuò,
1835,扛,carry over the shoulder,káng,
1836,扎,prick (v.) like a needle piercing the skin,zhā,
1837,拇,thumb,mǔ,
1838,捎,bring to - if you're visiting someone and you bring something they asked for,shāo,
1839,抄,copy (v.) by hand,chāo,
1840,垫,pad (n./v.) placing something underneath another object or providing a layer of separation,diàn,
1841,挚,"earnest (attitudes that are deeply sincere, earnest, and coming from the heart)",zhì,
1842,捏,pinch (v.),niē,捏 (niē) Pinch
1843,拧,tweak (v.) physical action of twisting or wringing,niē,
1844,抹,"smear on - wiping, spreading, or erasing",mǒ,
1845,摸,grope (feel or search by touch),mō,摸索 (mō suǒ) Explore
1846,描,to describe,miáo,
1847,挑,"to foment, to provoke, to instigate",tiǎo,挑食 (tiāoshí) Picky Eating -- 挑战 (tiǎo zhàn) challenge; to challenge -- 挑衅 (tiǎo xìn) provocation
1848,扰,harass,rǎo,打扰 (dǎ rǎo) Disturb
1849,搞,engage in (an activity),gǎo,搞鬼 (gǎo guǐ) play tricks; scheme secretly
1850,拴,"tether (a rope or chain used to tie, especially an animal, to a post or other fixed place)",shuān,
1851,拾,tidy up (picking up objects from the ground),shí,收拾 (shōu shi) deal with / tidy up
1852,搭,"put up (put together, assemble, construct)",dā,
1853,掠,pillage (v.),lüè,
1854,拭,wipe away,shì,
1855,挠,"chafe (to rub a part of the body, to itch)",náo,阻挠 (zǔ náo) obstruct; hinder
1856,扯,yank (v.) pull with a jerk,chě,闲扯 (xián chě) Chitchat
1857,撞,"bump into (physically, like a car accident)",zhuàng,"撞到 (zhuàngdào) to bump into, to hit"
1858,摘,handpick,zhāi,摘 (zhāi) Pick
1859,拖,drag (v.),tuō,拖延 (tuō yán) delay
1860,扬,publicize (spreading news),yáng,赞扬 (zàn yáng) praise
1861,搓,massage (v.),cuō,
1862,捆,lash together (securing or fastening multiple items together),kǔn,
1863,扩,enlarge,kuò,
1864,撼,joggle (v.) To Shake or Move Powerfully,hàn,
1865,挟,coerce,xié,
v2p79,p.亶,p.Mr. Hyde,,
1866,擅,act without authority,shàn,擅长 (shàn cháng) Be good at
1867,颤,tremble,chàn,颤抖 (chàn dǒu) Tremble/shaking -- 震颤 (zhèn chàn) tremble/vibrate
1868,戒,take precautions against,jiè,
1869,械,weapon,xiè,机械 (jī xiè) Machinery/Mechanical
1870,诫,warn,jiè,
1871,莽,rude,mǎng,
V2p80-1,p.卉,p.haystack,,
1872,奔,dash (v.),bēn,狂奔 (kuáng bēn) Run wildly -- 直奔 (zhí bèn) Direct to
V2p80-2,p.贲,"p.local-yokel chowder, it's a kind of soup, made with haystack and clams.",,
1873,喷,spurt (v.),pēn,打喷嚏 (dǎ pēntì) Sneeze
1874,愤,indignation,fèn,
1875,材,stuff (n.),cái,
1876,荐,recommend,jiàn,
1877,孕,pregnant,yùn,怀孕 (huái yùn) Pregnant
1878,扔,throw away,rēng,
1879,携,take along - carrying something with oneself or bringing someone along,xié,
1880,圾,trash (n.),jī,
1881,梗,"stalk (n.) the main structural part of a plant that supports leaves, flowers, or fruits",gěng,
1882,叹,sigh (v.),tàn,
1883,叉,fork (n.),chā,
1884,权,authority,quán,权利 (quán lì) Right
1885,寇,outlaw (n.),kòu,
1886,敲,knock (v.),qiāo,
1887,轰,rumble (n./v.),hōng,
1888,滩,beach (n.),tān,
1889,毅,resolute,yì,
1890,肢,limb,zhī,
1891,妓,prostitute,jì,
1892,歧,fork in the road,qí,
1893,翅,"fins (Flossen, pinne)",chì,
1894,淑,graceful,shū,
1895,椒,spice plant,jiāo,
1896,盾,shield (n.),dùn,矛盾 (máo dùn) Conflict
1897,贩,peddler,fàn,
1898,扳,tug (v.),bān,
1899,烁,luminous,shuò,
1900,觅,try to find,mì,
1901,妥,appropriate,tuǒ,
v2p83,p.豸,p.leopard,,
1902,豹,leopard,bào,
1903,貌,"mien (Miene, appearance)",mào,
1904,睬,notice (v.),cǎi,
1905,允,consent (v.),yǔn,
1906,宏,magnificent,hóng,
1907,垒,baseball base,lěi,垒球 (lěiqiú) Softball
1908,胎,fetus,tāi,
1909,怠,negligent,dài,
1910,怡,cheerful,yí,
1911,冶,smelt (v.),yě,
1912,抬,elevate (to lift),tái,
1913,罢,cease,bà,罢休 (bà xiū) Give up
1914,摆,put in order,bǎi,
1915,丢,mislay (temporarily losing or misplacing something),diū,丢人 (diū rén) Disgraceful、embarrassing
1916,致,"bring about (to cause, to lead to)",zhì,一致 (yī zhì) unanimous/consistent
1917,弃,to forsake (abandon),qì,"舍弃 (shě qì) Abandon -- 抛弃 (pāoqì) to abandon, to forsake"
1918,撤,remove,chè,撤退 (chè tuì) Retreat
1919,硫,sulfur,liú,
1920,琉,glaze (n.) (smooth and shiny coating),liú,
1921,疏,sparse (as in sparsely populated or scattered),shū,
1922,蔬,veggies,shū,
1923,勾,cross out (check out of a list),gōu,
1924,沟,ditch (n.),gōu,
1925,钩,hook (n. / v.),gōu,
1926,崩,crumble (v.),bēng,
1927,岩,rock (n.),yán,岩石 (yán shí) Rock
1928,峭,"precipitous (steep, like a cliff)",qiào,
1929,崎,"rugged (uneven, rough)",qí,
1930,崖,cliff,yá,悬崖 (xuányá) Cliff
1931,灿,"brilliant (bright, splendid, glorious)",càn,
1932,炭,charcoal,tàn,
1933,碳,carbon,tàn,
1934,岂,"(rhetorical question) like ""how"" ""how can it be"" or ""could it be""",qǐ,
1935,凯,triumphant,kǎi,
1936,峡,gorge (n.) (canyon or narrow mountain pass),xiá,
1937,崔,Cui (surname),cuī,
1938,摧,wreck (v.),cuī,
v2p88,p.,p.mountain goat,,
1939,逆,go against,nì,
1940,溯,go upstream,sù,
1941,塑,plastic (n.),sù,
1942,盼,await hopefully,pàn,
1943,颁,"promulgate (a law, for example)",bān,
1944,芬,essence,fēn,
1945,扮,play the part of,bàn,"假扮 (jiǎ bàn) to disguise, to impersonate"
1946,岔,diverge,chà,
1947,颂,to extol (to praise enthusiastically),sòng,
1948,讼,"litigate (to sue, to bring a lawsuit)",sòng,
1949,滚,trundle (v.) (to move or cause to move slowly and heavily),gǔn,
1950,翁,elderly man,wēng,大富翁 (dà fù wēng) Tycoon/rich man
1951,嗡,buzzing (n.),wēng,
1952,裕,abundant,yù,
1953,榕,"banyan tree, a type of large, evergreen tree that is commonly found in tropical and subtropical regions",róng,
1954,熔,"to fuse (v.) (to smelt, to weld)",róng,
1955,裳,"raiment (flowing, elegant clothing or garments in general)",shang,
1956,掌,palm of the hand,zhǎng,鼓掌 (gǔ zhǎng) Applaud -- 掌握 (zhǎng wò) Master
1957,撑,"to prop up (often used in contexts where something is being physically or figuratively held up or supported, either by a structure or by effort)",chēng,撑 (chēng) Support/Hold up
1958,膛,chest,táng,
1959,颇,"quite (rather, considerably)",pō,
1960,坡,slope (n.),pō,
1961,披,drape over the shoulder,pī,
1962,菠,spinach,bō,
1963,歼,annihilate,jiān,
1964,殖,breed (v.),zhí,
1965,殊,dissimilar,shū,
1966,残,incomplete,cán,凶残 (xiōng cán) Ferocious
1967,咧,grin (v.),liě,
1968,裂,crack (v.),liè,
1969,毙,die a violent death,bì,
1970,耿,"dedicated (loyal, vigilant)",gěng,
1971,辑,to edit (compiling and refining written content),jí,
1972,耻,shame (n.),chǐ,无耻 (wú chǐ) Shameless
1973,摄,take a photo,shè,摄氏 (shè shì) Celsius
1974,聪,"smart (clever, fast witted)",cōng,
1975,娶,take a wife,qǔ,
1976,蔓,creeping vine,wàn,
1977,肤,skin (n.),fū,
1978,扶,lend a hand,fú,
1979,潜,to submerge (to dive),qián,潜艇 (qiántǐng) Submarine -- 潜能 (qián néng) Potential -- 潜在 (qián zài) Potential
1980,卧,"for sleeping (to lie down, to rest)",wò,
v2p93,p.爿,p.bunk beds,,
1981,藏,hide (v.),cáng,蕴藏 (yùn cáng) Contain
1982,熙,splendid,xī,
1983,勋,merit (n.),xūn,
1984,劣,inferior,liè,恶劣 (è liè) bad; vile
1985,募,recruit (v.),mù,
1986,劝,advise,quàn,
1987,劫,plunder (v.),jié,
1988,抛,"toss (v.) (discard, toss away)",pāo,"抛弃 (pāoqì) to abandon, to forsake"
1989,胁,threaten,xié,
1990,怒,anger (n.),nù,怒 (nù) Anger -- 激怒 (jī nù) Infuriate
1991,茄,eggplant,qié,
1992,彻,thorough,chè,
1993,征,solicit,zhēng,征服 (zhēng fú) Conquer
1994,惩,"to chasten (discipline, punish, or correct someone, typically in order to improve their behavior or moral character)",chéng,惩罚 (chéngfá) Punish
1995,徒,follower (n),tú,
1996,徊,undecided,huái,
1997,役,"service (n.) (labor, or military duty)",yì,
1998,循,comply with,xún,
1999,彼,the other (It is often used as a third-person pronoun or to refer to something distant or far away),bǐ,彼此彼此 (bǐ cǐ bǐ cǐ) Same to you
2000,衍,"to develop (to extend, to spread, or to evolve)",yǎn,繁衍 (fán yǎn) Reproduce/Propagate
2001,衡,weight (n.),héng,
2002,衔,"title (person's official rank, title, or position)",xián,
2003,秃,bald,tū,"光秃秃 (guāng tū tū) bare, bald"
2004,颓,"decrepit (decayed, deteriorated, or in decline)",tuí,
2005,秒,seconds,miǎo,
2006,稍,a little (adv.),shāo,稍等 (shāo děng) Wait a moment -- 稍加 (shāo jiā) Slightly
2007,稣,rise again (come back to life),sū,
2008,稿,draft (n.),gǎo,
2009,稠,dense,chóu,
2010,颖,clever,yǐng,
2011,稼,crops,jià,
2012,税,tax,shuì,
2013,稚,immature,zhì,幼稚 (yòu zhì) Childish -- 稚气 (zhì qì) Childish
2014,菌,fungus,jùn,细菌 (xìjūn) bacteria
2015,穗,ear of grain (the grain-bearing tip part of the stem of a cereal plant),suì,
2016,秘,confidential,mì,隐秘 (yǐn mì) Secret/Hidden
2017,私,private (adj.),sī,"私下 (sīxià) privately, in private"
2018,秩,order (n.),zhì,
2019,锹,shovel (n.),qiāo,
2020,梨,pear,lí,
2021,犁,plow (n.),lí,
2022,萎,"to wilt (to wither, to lack energy, vitality, spirit)",wěi,
V2p99-1,p.黍,p. Rumpelbrella,,
2023,黏,sticky,nián,
2024,黎,"host (n.) (group of people, common people)",lí,
V1p99-2,p.桼,p.baron von rumpelbrella,,
2025,膝,knees,xī,
2026,漆,wall paint,qī,漆黑 (qī hēi) pitch-dark; complete darkness
2027,锈,rust (n./v.),xiù,
2028,眯,squint (v.),mī,
2029,糊,"batter (mixture of flour and liquid with other ingredients, such as leavening agents, shortening, sugar, salt, eggs, and various flavourings, used to make baked goods and other food products)",hù,模糊 (móhu) unclear; vague
2030,粘,glue (v.),zhān,粘 (zhān / nián) Stick / Sticky
2031,奥,"of great depth (complex, difficult to understand, or has hidden meanings)",ào,
2032,澳,"deep inlet (a bay, a cove, or a harbor)",ào,
2033,懊,remorseful,ào,
2034,菊,chrysanthemum,jú,
2035,渊,abyss,yuān,深渊 (shēn yuān) Abyss
v2p101,p.,p.decapitation,,
2036,粱,fine millet (high-quality grains),liáng,
2037,梁,roof beam,liáng,
2038,糙,rough (to the touch),cāo,
2039,粒,grain,lì,
2040,糕,cake,gāo,
v2p102,p.敝,p.shredder,,
2041,蔽,shelter (n.),bì,
2042,憋,to suppress (emotions),biē,
2043,撇,to cast aside (to discard),piē,
2044,弊,fraud,bì,
2045,莱,"lambsquarters (White goosefoot, it's a plant)",lái,
2046,搂,cuddle,lǒu,
2047,筑,construct,zhù,
2048,箩,bamboo basket,luó,
2049,笨,stupid,bèn,
2050,筒,tube,tǒng,
2051,箭,arrow,jiàn,
2052,筛,"sift (to filter, or to screen)",shāi,
2053,筋,tendon,jīn,筋疲力尽 (jīn pí lì jìn) Exhausted -- 筋骨 (jīn gǔ) Muscle and bone (strength)
2054,伍,v (5 for official documents),wǔ,
2055,仇,animosity,chóu,复仇 (fù chóu) Revenge -- 报仇 (bào chóu) revenge; to take revenge
2056,倡,"start (v.) (the act of initiating, promoting, or advocating for a cause, idea, or action)",chàng,
2057,伯,father's older brother,bó,
2058,仲,mid-,zhòng,
2059,仆,servant,pú,仆人 (pú rén) servant
2060,估,estimate (v.),gū,估计 (gū jì) estimate -- 低估 (dī gū) Underestimate
2061,侦,detect,zhēn,"侦察 (zhēnchá) Reconnaissance, scout"
2062,俱,altogether (adv.) (acting collectively or completely),jù,俱乐部 (jù lè bù) Club
2063,佑,bless,yòu,
2064,佐,assistant,zuǒ,
2065,侧,lateral (adj.),cè,
2066,亿,one hundred million,yì,
2067,仔,meticulous,zǐ,仔细 (zǐ xì) careful; meticulous
2068,倚,count on,yǐ,
2069,俏,comely (being in demand or popular),qiào,
2070,佳,"superb (excellent, good, or beautiful)",jiā,
2071,侍,serve,shì,
2072,伙,mate (n.),huǒ,
2073,倘,if,tǎng,
2074,宿,stay overnight,sù,
2075,伏,"bend over (lying low, submitting)",fú,制伏 (zhì fú) Subdue
2076,袱,wrapping cloth,fú,
2077,偷,steal (v.),tōu,"偷窥 (tōu kuī) peep, spy -- 偷袭 (tōu xí) Sneak attack"
2078,偿,repay,cháng,"补偿 (bǔcháng) to compensate, make up for"
2079,伐,fell,fá,
2080,佩,wear at the waist,pèi,钦佩 (qīn pèi) Admire
2081,侨,live abroad,qiáo,
2082,倾,incline (v.),qīng,倾尽 (qīngjìn) Pour out
2083,伦,human relationships,lún,
2084,侮,insult (v.),wǔ,
2085,倍,times,bèi,
2086,仿,mimic (v.),fǎng,
2087,傲,haughty,ào,骄傲 (jiāo ào) Proud -- 骄傲自大 (jiāo ào zì dà) arrogant; conceited
2088,僧,Buddhist monk,sēng,
2089,囚,prisoner,qiú,
2090,悠,without haste,yōu,
2091,侄,nephew,zhí,
2092,仙,immortal (n.),xiān,
2093,傍,close to,bàng,
2094,催,"prod (v.) to urge, to press, or to prompt someone to do something",cuī,
2095,俗,"custom (tradition), common, vulgar",sú,"风俗 (fēngsú) custom, tradition"
2096,侠,chivalrous person,xiá,
2097,俄,Russia,é,
2098,聚,assemble,jù,聚齐 (jù qí) to bring something together from different places，assemble -- 聚会 (jù huì) Gathering
2099,符,symbol,fú,
2100,贷,loan (n.),dài,
2101,荷,Holland,hé,
2102,杖,cane,zhàng,
2103,仗,battle (n.),zhàng,
2104,丛,"thicket (cluster, collection of things)",cóng,
2105,耸,shrug (v.) one's shoulders,sǒng,
2106,挫,"to frustrate, a setback",cuò,
2107,诬,to charge falsely (to fabricate lies about someone),wū,
2108,葛,"kudzu (a type of climbing vine or herb often used in Chinese medicine, textiles, and food)",gé,
2109,褐,brown,hè,
2110,竭,"to use up, to exhaust or to give one's all",jié,
2111,歇,take a rest,xiē,
2112,揭,"to reveal, to uncover, to expose",jiē,
2113,淫,promiscuous,yín,
2114,凭,proof (evidence),píng,凭 (píng) Rely on
2115,挺,erect (adj.),tǐng,
2116,赎,to redeem (both to buy back and to make amends),shú,
2117,瓦,tile,wǎ,
2118,瓷,porcelain,cí,
2119,拟,"to simulate (like making a model, a simulation, a draft of something)",nǐ,
2120,瓶,bottle (n.),píng,
2121,宫,palace,gōng,
2122,铝,aluminum,lǚ,
2123,萤,firefly,yíng,
2124,莹,"lustrous (bright, luminous, or crystal-clear)",yíng,
2125,蒙,Mongolia,Měng,
2126,朦,dim (adj.) something hazy or obscured,méng,
2127,捞,scoop up,lāo,
2128,旋,whirl (v.),xuàn,
2129,吻,kiss (v.),wěn,
2130,匆,hurriedly,cōng,
2131,葱,onion,cōng,
2132,锡,tin,xī,
2133,惕,watchful,tì,警惕 (jǐng tì) Vigilant/Alert
2134,卢,Louvre,lú,
2135,屉,drawer,tì,
2136,屑,bits (small fragments),xiè,不屑 (bù xiè) Disdain
2137,尿,urine,niào,尿布 (niàobù) diaper
2138,犀,rhinoceros,xī,
2139,迟,tardy (being late),chí,
2140,刷,brush (n./v.),shuā,
2141,漏,leak (v.),lòu,漏洞百出 (lòudòng bǎichū) Full of loopholes
2142,屁,fart (n.),pì,
